GENEID	logFC	AveExpr	t	P.Value	adj.P.Val	B	DE_Direction	TXNAME	GENENAME
ENSG00000000003.14	-0.05977093006286572	-4.084962198320511	-0.4228661583101013	0.6737043518796869	0.7750387281843405	-7.390237679639624	FALSE	ENST00000496771.5	TSPAN6
ENSG00000000005.6	0.21573287910873792	-4.504864538335227	2.748956454356221	0.007620003682474139	0.028399816652539458	-4.090608536773971	FALSE	ENST00000373031.5	TNMD
ENSG00000000419.12	-0.5809522559985049	3.0374587000619226	-1.919339576932668	0.05906633864755554	0.13342723772441303	-5.405476384014689	FALSE	ENST00000466152.5	DPM1
ENSG00000000457.14	0.33569907053676473	3.9526050172006384	2.544585179040412	0.01317565164730141	0.042922730306994956	-4.208870286289972	FALSE	ENST00000367771.11	SCYL3
ENSG00000000460.17	-0.6237199369893062	1.4858815862164836	-2.1827696836721553	0.03244921425545459	0.0854959414028909	-4.718617310152812	FALSE	ENST00000286031.10	C1orf112
ENSG00000000938.13	0.4984579830403572	8.29134941454502	3.58397893297285	6.254713482978222e-4	0.004693103079094655	-1.9911534987063977	FALSE	ENST00000475472.5	FGR
ENSG00000000971.15	2.826288397378297	-1.987259125983661	6.817813847171814	2.809039356118769e-9	7.630711219443017e-8	10.895424420509332	UP	ENST00000367429.8	CFH
ENSG00000001036.13	-0.1499329917337298	4.513883500179146	-0.5109251135435448	0.611030018234314	0.7244979004082932	-7.271943754588588	FALSE	ENST00000367585.1	FUCA2
ENSG00000001084.12	0.9816570920319633	6.7538587655761555	5.577020602543131	4.408217450654854e-7	7.736295008959678e-6	5.278616421854968	FALSE	ENST00000514373.3	GCLC
ENSG00000001167.14	0.42536671340215393	5.851392556148628	2.7710767298218917	0.007169959252452734	0.028399816652539458	-3.904613852150638	FALSE	ENST00000341376.10	NFYA
ENSG00000001460.18	-0.368637446999365	-2.2819903291655868	-0.9894228381383974	0.3259039823084051	0.4683823064839802	-6.3337094946814325	FALSE	ENST00000483261.1	STPG1
ENSG00000001461.17	-0.25939135835312266	3.9147704072757867	-1.6034270293191248	0.11339616108493722	0.21724691449533437	-6.0527373713281465	FALSE	ENST00000488155.1	NIPAL3
ENSG00000001497.16	-0.4245047750902237	2.5188069202992827	-1.3812557945429358	0.17164516231078902	0.2944857821221226	-6.206929606935603	FALSE	ENST00000484069.1	LAS1L
ENSG00000001561.7	1.2493076649182415	1.7989785051170992	3.102335345733055	0.002779043566989076	0.01477704046900136	-2.5419029280957046	UP	ENST00000321037.5	ENPP4
ENSG00000001617.12	-0.10285924898638604	-4.2820236163723555	-0.6587740156465003	0.5122273654483032	0.6427929037784176	-7.407775534844535	FALSE	ENST00000470737.1	SEMA3F
ENSG00000001626.15	-1.350618064435606	-3.5029817423149616	-4.530412432621626	2.3935472312052523e-5	2.7991674996265194e-4	1.9489475878089229	DOWN	ENST00000003084.10	CFTR
ENSG00000001629.10	0.26205848297904377	5.324617991951859	1.1129218643339565	0.26959380191895943	0.4086765847250458	-6.890398054845747	FALSE	ENST00000422095.1	ANKIB1
ENSG00000001630.17	-0.40138858329014426	5.475942959854626	-1.9879508617198194	0.05077559015574968	0.1195419149348271	-5.586600512557178	FALSE	ENST00000482924.1	CYP51A1
ENSG00000001631.15	0.008277708260685622	4.723469208363682	0.05047362463960051	0.9598904012341678	0.9758094433055722	-7.429080941953275	FALSE	ENST00000394507.5	KRIT1
ENSG00000002016.17	0.258704299633551	5.234891620720734	0.8582005127198589	0.3937450790875823	0.5354237422434887	-7.136415342186417	FALSE	ENST00000358495.7	RAD52
ENSG00000002079.14	-0.4557905808318409	-4.06388707454261	-2.6073947591920037	0.01116698606171497	0.037934894486443424	-4.1025895403610155	FALSE	ENST00000452010.2	MYH16
ENSG00000002330.13	-0.6908648931763621	2.9096550098253795	-5.017886159495869	3.880523822440964e-6	5.51395361746844e-5	3.624765889033002	FALSE	ENST00000492141.1	BAD
ENSG00000002549.12	3.8115608087634145	8.071461793219106	18.170158968598113	4.82527481019096e-28	3.193929818112233e-25	53.40953396578618	UP	ENST00000509583.1	LAP3
ENSG00000002586.20	-1.9727003602948607	3.8642660561905604	-7.917361839521312	2.784579861247706e-11	1.0716045464094248e-9	15.192294853588601	DOWN	ENST00000381187.8	CD99
ENSG00000002587.10	-5.726202476536372	1.5615120795106132	-17.826816793474094	1.4363335353977823e-27	9.054601009257607e-25	52.14484592192688	DOWN	ENST00000002596.6	HS3ST1
ENSG00000002726.20	-1.515834011264716	-2.74529960263531	-4.164963782994454	8.840812330958022e-5	8.80423424583746e-4	0.8505435806194015	DOWN	ENST00000460213.1	AOC1
ENSG00000002745.13	-0.12359178431137438	-2.9356809562181625	-0.320004863699537	0.7499290222538141	0.8318697069745615	-6.818227593327416	FALSE	ENST00000361301.6	WNT16
ENSG00000002746.15	0.48388864190413844	-4.297958915989035	3.170708605221598	0.0022666527612610734	0.012869208636666695	-2.8429623775216895	FALSE	ENST00000464944.1	HECW1
ENSG00000002822.15	-0.582239806067685	2.940022234168914	-1.5491147351838814	0.1259165402946023	0.2345204313732489	-6.0150159113114325	FALSE	ENST00000464742.5	MAD1L1
ENSG00000002834.18	-0.29853344255975545	6.602918136134903	-1.8561311614343343	0.0676935778058423	0.1476845991298081	-5.989265460986631	FALSE	ENST00000579123.1	LASP1
ENSG00000002919.14	-0.0317953608050081	5.508396154904884	-0.20872863824349222	0.83527337651926	0.8938091438157423	-7.523484421010061	FALSE	ENST00000359238.6	SNX11
ENSG00000002933.9	-0.3424425952564461	4.325568080801288	-0.6320469235342806	0.5294392817168987	0.6572004484256728	-7.176688318563675	FALSE	ENST00000475536.5	TMEM176A
ENSG00000003056.8	0.31188205616294495	7.115854860549855	1.120158341822709	0.266519678463625	0.4051299050860362	-7.143142277683426	FALSE	ENST00000540837.1	M6PR
ENSG00000003096.14	-0.29689818352511493	-3.955383680440672	-1.8493195626243433	0.068683566054524	0.14931945619966172	-5.6408284017256065	FALSE	ENST00000469946.5	KLHL13
ENSG00000003137.8	0.19393548848853762	-4.437562274715303	1.6079166683396857	0.11240767177728696	0.2161037217850204	-6.4107629921329465	FALSE	ENST00000474509.1	CYP26B1
ENSG00000003147.19	-0.6214614654093196	-0.1489762190560439	-1.7650936849063454	0.08196083755720805	0.17089697398984185	-5.355886651687717	FALSE	ENST00000430867.5	ICA1
ENSG00000003249.13	-0.1257812548784493	-4.23542922664814	-0.7635262665867385	0.4477454292610743	0.5851335874663892	-7.2818968827978745	FALSE	ENST00000304733.7	DBNDD1
ENSG00000003393.15	-0.2590626293490998	4.343369161429474	-1.4880976597978404	0.1412689955620077	0.25537087659286006	-6.2855234887150555	FALSE	ENST00000264276.11	ALS2
ENSG00000003400.14	1.256190330831096	6.084856134235688	10.000783449186308	4.516841940033725e-15	3.3655980797080565e-13	23.64819744535025	UP	ENST00000492363.5	CASP10
ENSG00000003402.20	0.6958521033142572	8.889168157522334	6.197417038180878	3.628564547096463e-8	7.918046208128355e-7	7.420860519670168	FALSE	ENST00000490965.1	CFLAR
ENSG00000003436.16	-1.8175451633352828	2.7917506275703112	-5.317525760893459	1.222239806351054e-6	1.9432047201454005e-5	4.769663805100075	DOWN	ENST00000417013.5	TFPI
ENSG00000003509.16	-0.5572624997830549	1.7757694694525388	-1.9635347573515665	0.053604117522997256	0.12449634663308982	-5.175178446581665	FALSE	ENST00000469831.1	NDUFAF7
ENSG00000003756.16	0.2162501002309788	8.073118597160441	1.0553344944219731	0.294943664994484	0.43529125437591715	-7.37503433649423	FALSE	ENST00000433556.6	RBM5
ENSG00000003987.14	-0.38275054278013554	-0.17373261377931848	-1.0346789735134172	0.30442186811441174	0.44593222529373944	-6.335081988440326	FALSE	ENST00000519122.5	MTMR7
ENSG00000003989.17	0.05132019301870382	-4.332382740763236	0.38573879072849715	0.7008736559347706	0.795360666279575	-7.559087956084784	FALSE	ENST00000494857.5	SLC7A2
ENSG00000004059.11	-1.2265109596169117	4.767433509082503	-4.40550942431853	3.7634041994638336e-5	4.180198068865844e-4	1.2166081933451105	DOWN	ENST00000459680.1	ARF5
ENSG00000004139.14	-0.18125704996928893	1.129529939260989	-0.5917469433796888	0.555948749184036	0.6798862611503141	-6.824401317737067	FALSE	ENST00000379061.8	SARM1
ENSG00000004142.12	-0.07413277734786511	5.501739336202774	-0.32251948511728495	0.7480317714525433	0.8304610125859658	-7.484007356810164	FALSE	ENST00000540200.6	POLDIP2
ENSG00000004399.12	-1.6679598247501404	6.612824205580243	-6.3207386311045335	2.1909073858466236e-8	5.00068315108613e-7	8.278481663799917	DOWN	ENST00000505665.5	PLXND1
ENSG00000004455.16	0.7388756917887477	4.608174277018077	2.5629963935680586	0.012555425749619313	0.041377373964495145	-4.247622769077751	FALSE	ENST00000626911.1	AK2
ENSG00000004468.13	7.170145490721935	4.809328391421086	25.89308254644287	2.536728702026159e-37	5.9262459059393465e-34	74.38486802832672	UP	ENST00000506191.1	CD38
ENSG00000004478.8	-0.5782154860558993	3.8532901875903707	-2.082197457121494	0.04102451260940483	0.10199823520794167	-5.194054090490134	FALSE	ENST00000544366.1	FKBP4
ENSG00000004487.16	-0.8485060523565082	4.221554003594001	-5.433687161697911	7.758788682865439e-7	1.292534784144299e-5	5.053696565985331	FALSE	ENST00000481879.1	KDM1A
ENSG00000004534.15	0.6223925002685591	8.688808345641373	2.0291687788818793	0.046290328012779595	0.11149229152266578	-5.997209407199845	FALSE	ENST00000419610.5	RBM6
ENSG00000004660.14	-1.0615868086974236	2.381304386078196	-4.385195670483807	4.0485295899870933e-5	4.456412213590283e-4	1.411307887893626	DOWN	ENST00000348335.6	CAMKK1
ENSG00000004700.16	0.5417109796590222	5.844603643719392	4.629374817096146	1.6653955746074433e-5	2.0282485509210245e-4	1.8562791128251739	FALSE	ENST00000536240.5	RECQL
ENSG00000004766.17	1.009409388211685	5.294721884232671	5.280780367605763	1.4101659305454828e-6	2.20747978998033e-5	4.322357804806133	UP	ENST00000649152.1	VPS50
ENSG00000004776.13	0.1573403276407688	-4.481894067310282	1.7473467284317978	0.08501424916297044	0.17562241381052646	-6.2043672992738035	FALSE	ENST00000592984.6	HSPB6
ENSG00000004777.18	-1.493589723590084	-1.5971890157341975	-4.359513736071995	4.4390889009171014e-5	4.8327416584408636e-4	1.5895495378123217	DOWN	ENST00000007510.8	ARHGAP33
ENSG00000004779.10	0.16172012704020858	4.066133283836397	0.851324578675358	0.39752603166824596	0.5389228997338927	-6.98245857073811	FALSE	ENST00000570319.5	NDUFAB1
ENSG00000004799.8	-5.5750896672789265	1.466177867498754	-14.936873985059554	2.44573313674647e-23	8.094357627157171e-21	42.67213000419666	DOWN	ENST00000005178.6	PDK4
ENSG00000004809.14	1.0679071566399105	-0.7726515647752329	2.4155446833323424	0.01835685229898113	0.05518819085093786	-4.037786678106263	FALSE	ENST00000424139.1	SLC22A16
ENSG00000004838.14	-1.0319405742088275	-2.951415189246255	-2.8968231945335936	0.005043039030261849	0.02236813659669972	-2.94210743836643	DOWN	ENST00000443080.5	ZMYND10
ENSG00000004846.16	-1.4887243224273647	-3.059944153431702	-4.5613918298049505	2.1374609757315473e-5	2.530231375593991e-4	2.1349912824600796	DOWN	ENST00000404938.6	ABCB5
ENSG00000004848.8	0.21001477679697275	-4.412982654235449	2.085759054429059	0.040690202938763693	0.10137453169267925	-5.553585096038625	FALSE	ENST00000636609.1	ARX
ENSG00000004864.13	0.5094230292818129	5.294859956330282	3.6849600287987556	4.503863752665431e-4	0.0035596208743703	-1.2489080296420205	FALSE	ENST00000494085.1	SLC25A13
ENSG00000004866.20	-1.2121782399315917	0.09006740581659169	-3.1016902953355596	0.002784355913095516	0.014800307193539938	-2.3736128892626267	DOWN	ENST00000465641.5	ST7
ENSG00000004897.12	0.45990946856578485	5.2861336937503065	3.3102226577769907	0.0014831087168547823	0.009325785733041114	-2.3630690732302178	FALSE	ENST00000570818.5	CDC27
ENSG00000004939.15	0.006742714639531573	-4.297991370866827	0.048564728951109117	0.9614060997373743	0.9766069473638109	-7.599273305365664	FALSE	ENST00000631130.1	SLC4A1
ENSG00000004948.14	-0.06760283041511361	-4.059939650333724	-0.4015675074859075	0.6892400382769461	0.7864691831655183	-7.319942618158588	FALSE	ENST00000394441.5	CALCR
ENSG00000004961.15	0.23505928988287186	3.1787584291691546	0.7637954376638404	0.4475860353048986	0.5849830319588656	-6.943394499548745	FALSE	ENST00000321143.8	HCCS
ENSG00000004975.12	0.43761405617927457	4.021635205414329	2.9024646683889994	0.004962908409159017	0.02208919729572457	-3.3261304001442236	FALSE	ENST00000574642.5	DVL2
